soc_code,occupation_title,target_domain,description,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Critical Thinking,Programming,Active Listening,Reading Comprehension,Speaking,Writing,Complex Problem Solving,Decision Making,Deductive Reasoning,Inductive Reasoning,Problem Sensitivity,Oral Comprehension,Mathematical Reasoning,Information Ordering,Visualization,Selective Attention,Computers and Electronics,Mathematics,Engineering and Technology,Business,Psychology,Education and Training,Medicine and Health,Communications
11-2021.00,Marketing Managers,Management,"Plan, direct, or coordinate marketing policies and programs, such as determining the demand for products and services offered by a firm and its competitors, and identify potential customers. Develop pricing strategies with the goal of maximizing the firm's profits or share of the market while ensuring the firm's customers are satisfied. Oversee product development or monitor trends that indicate the need for new products and services.",1.02,3.69,3.5,4.39,9.83,7.02,7.4,1.13,7.9,7.76,7.66,6.84,1.23,1.46,7.33,7.84,6.85,8.17,5.75,6.67,5.98,5.84,7.02,5.92,5.48,7.8,5.37,6.49,2.21,7.35
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.73,2.41,2.12,4.45,10.0,7.67,7.79,1.06,7.52,7.67,8.12,6.88,1.0,1.13,7.66,7.32,7.92,7.51,6.18,5.85,4.88,5.28,6.34,6.01,4.28,8.34,5.07,6.75,2.6,5.67
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.89,1.91,1.67,4.7,9.89,7.7,7.75,1.0,7.79,8.03,7.75,7.4,1.23,1.11,8.08,8.08,8.15,7.63,5.46,6.33,4.77,5.08,6.7,6.14,4.8,8.2,5.67,6.5,2.4,6.01
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",2.13,1.99,2.39,5.11,10.0,7.48,8.17,1.0,8.18,8.11,7.85,7.2,1.37,1.0,8.19,8.04,7.78,7.87,5.71,6.44,4.48,5.68,6.59,5.98,4.55,8.27,5.85,6.31,2.65,6.4
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.95,2.4,1.76,4.74,10.0,8.02,8.08,1.0,7.5,7.77,8.34,6.79,1.0,1.48,7.58,8.05,8.03,7.74,5.59,6.09,4.15,5.68,5.97,6.28,4.16,8.33,5.84,6.33,2.16,5.72
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",2.03,2.36,1.75,4.51,10.0,7.72,7.71,1.0,8.26,7.61,8.12,6.77,1.49,1.0,8.13,7.9,7.87,8.03,5.28,5.79,4.93,5.18,5.9,5.99,4.5,8.0,5.63,6.65,2.36,6.11
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",2.57,2.71,1.97,4.96,9.82,8.14,7.76,1.25,7.51,7.73,8.07,7.37,1.12,1.0,7.84,7.3,8.18,8.22,5.51,5.84,4.95,5.09,6.18,5.94,3.9,8.5,5.85,6.67,1.99,6.43
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.89,2.21,1.53,4.57,10.0,8.17,8.18,1.48,8.35,7.71,7.97,6.79,1.0,1.19,8.04,7.78,7.82,8.01,5.38,6.22,4.65,5.61,6.04,6.23,4.66,7.93,5.82,6.36,2.27,5.91
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.73,2.68,1.82,4.59,9.95,8.21,7.81,1.0,7.95,7.66,7.57,6.91,1.0,1.0,8.23,7.53,7.37,8.2,5.73,6.08,4.29,5.85,6.04,6.04,4.33,7.69,5.19,6.39,2.41,5.66
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.74,2.36,1.55,5.27,10.0,7.86,7.98,1.38,7.75,8.15,8.48,7.48,1.0,1.07,8.11,7.39,8.11,7.83,5.36,5.77,4.21,5.22,6.6,6.23,4.44,7.88,5.76,6.58,2.27,6.41
11-2022.00,Sales Managers,Management,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",1.65,2.0,2.2,4.53,10.0,7.8,8.13,1.48,7.99,7.78,7.61,7.59,1.0,1.0,7.94,7.69,7.4,8.45,6.11,6.0,4.54,5.25,6.3,6.02,4.76,8.06,5.57,5.95,1.73,5.73
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.34,3.59,4.92,6.4,10.0,6.03,1.0,1.0,1.25,1.32,1.22,1.49,1.34,1.0,1.0,1.04,1.46,1.4,1.03,1.0,1.0,1.38,1.0,1.0,1.0,1.0,1.0,1.1,1.19,1.33
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.3,3.51,5.6,5.89,9.76,6.39,1.0,1.0,1.0,1.11,1.0,1.0,1.46,1.13,1.0,1.0,1.31,1.0,1.0,1.42,1.0,1.08,1.44,1.0,1.07,1.0,1.0,1.39,1.15,1.02
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.48,3.25,4.76,6.34,10.0,6.22,1.0,1.46,1.0,1.0,1.17,1.0,1.0,1.0,1.45,1.46,1.0,1.19,1.0,1.43,1.0,1.29,1.0,1.38,1.0,1.27,1.0,1.41,1.0,1.26
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.85,3.2,5.18,6.31,9.8,5.99,1.19,1.0,1.0,1.0,1.25,1.0,1.0,1.23,1.01,1.26,1.0,1.0,1.0,1.0,1.08,1.24,1.0,1.0,1.0,1.5,1.37,1.3,1.0,1.0
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.0,3.77,4.8,6.34,10.0,6.37,1.18,1.0,1.0,1.0,1.24,1.0,1.1,1.09,1.09,1.0,1.0,1.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.0,3.51,5.29,5.49,9.67,6.11,1.0,1.44,1.32,1.0,1.0,1.0,1.36,1.01,1.09,1.0,1.0,1.44,1.0,1.47,1.0,1.0,1.0,1.0,1.46,1.0,1.46,1.27,1.24,1.0
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.53,2.92,5.49,5.59,10.0,6.34,1.47,1.0,1.0,1.32,1.0,1.0,1.22,1.18,1.0,1.0,1.32,1.19,1.0,1.0,1.47,1.0,1.0,1.49,1.45,1.16,1.45,1.25,1.05,1.14
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.0,3.81,5.54,6.45,10.0,6.64,1.0,1.27,1.32,1.09,1.05,1.0,1.0,1.36,1.44,1.33,1.22,1.0,1.28,1.26,1.0,1.0,1.15,1.0,1.0,1.13,1.08,1.45,1.0,1.18
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.48,3.59,5.33,5.66,9.54,6.61,1.02,1.0,1.0,1.28,1.09,1.0,1.0,1.47,1.02,1.17,1.23,1.03,1.0,1.0,1.23,1.0,1.37,1.01,1.45,1.0,1.0,1.0,1.0,1.0
11-2032.00,Public Relations Managers,Management,"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client.",1.45,3.68,5.13,6.08,9.57,6.18,1.0,1.07,1.49,1.0,1.0,1.0,1.1,1.23,1.08,1.0,1.0,1.0,1.49,1.14,1.0,1.0,1.0,1.32,1.13,1.0,1.0,1.22,1.0,1.0
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.11,3.05,3.25,5.65,10.0,6.87,7.95,1.0,7.86,7.28,8.61,7.7,1.46,1.07,7.55,6.36,7.07,7.78,5.63,7.37,4.32,5.56,4.57,5.71,2.6,8.49,4.94,4.63,2.37,6.61
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.82,3.86,3.96,5.31,10.0,7.11,8.3,1.0,8.34,7.57,8.09,7.7,1.0,1.0,7.7,6.52,6.51,8.72,5.47,6.72,3.77,6.19,4.65,6.15,2.43,8.96,5.48,4.64,2.12,6.42
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.89,3.87,4.17,5.81,9.82,7.07,7.82,1.0,8.28,8.05,7.88,7.71,1.25,1.0,7.63,6.64,7.05,8.7,5.37,7.37,4.54,6.26,5.22,6.0,2.71,8.37,5.45,5.32,2.02,7.06
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.86,3.83,3.9,5.86,9.97,6.87,7.91,1.0,7.95,7.44,8.32,7.99,1.0,1.0,7.92,6.37,7.18,7.8,5.27,7.39,3.84,6.29,4.89,6.22,2.5,8.48,4.74,5.02,1.79,7.09
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.11,3.57,3.39,4.92,9.57,7.11,7.76,1.0,7.77,7.68,8.63,7.89,1.13,1.13,8.26,6.26,6.32,8.2,5.33,6.98,3.84,6.08,4.75,5.72,2.85,8.42,5.4,4.48,2.46,6.65
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.25,3.17,3.79,4.96,9.83,6.92,8.37,1.0,7.92,7.72,8.55,7.51,1.08,1.0,7.54,6.99,6.28,8.03,5.72,7.16,4.32,5.67,4.33,6.39,2.4,8.43,5.19,5.33,2.1,6.58
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.11,3.85,4.13,5.53,10.0,6.45,8.35,1.0,8.39,8.18,8.63,8.14,1.43,1.0,7.99,6.89,7.07,8.34,5.53,7.41,3.83,5.87,4.46,6.37,2.27,8.12,5.45,4.95,1.79,6.74
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.69,3.1,3.37,5.36,9.96,6.94,8.53,1.33,8.31,8.1,8.04,8.14,1.0,1.0,7.84,6.75,6.36,8.62,6.14,6.73,4.64,5.73,4.54,6.41,2.19,8.54,5.22,5.17,1.73,6.69
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.46,3.51,3.28,5.74,9.57,7.22,7.79,1.0,8.3,7.49,8.7,7.71,1.03,1.12,7.51,6.97,6.41,8.48,5.53,6.64,4.35,6.02,4.55,6.03,2.56,8.91,5.03,4.58,2.28,6.89
11-2033.00,Fundraising Managers,Management,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.",1.38,2.95,4.01,5.04,10.0,6.99,8.6,1.0,7.86,8.25,7.87,8.0,1.0,1.16,8.23,6.81,6.47,7.79,5.6,7.34,4.07,5.74,4.77,6.23,2.71,8.38,5.39,5.15,2.19,7.26
11-3012.00,Administrative Services Managers,Management,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",2.25,3.16,1.38,5.25,9.16,9.29,7.6,1.33,8.05,7.59,7.5,7.84,1.06,1.0,7.24,7.48,7.46,7.97,5.08,6.6,5.75,5.91,6.86,5.78,4.52,8.94,3.83,6.11,3.89,5.05
11-3012.00,Administrative Services Managers,Management,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",1.62,2.81,1.49,5.64,8.82,8.46,7.47,1.0,7.55,8.1,7.81,7.31,1.0,1.36,7.31,7.37,6.88,7.79,4.97,6.72,5.35,6.57,6.35,5.27,3.87,8.52,4.18,5.43,3.64,5.26
11-3012.00,Administrative Services Managers,Management,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",2.02,2.6,1.8,5.04,9.08,8.52,7.73,1.0,8.07,8.32,7.71,7.66,1.0,1.0,6.84,7.41,6.73,8.36,4.77,5.96,6.21,6.66,7.17,5.88,4.56,8.57,3.82,5.38,3.39,5.08
11-3012.00,Administrative Services Managers,Management,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",1.64,3.26,1.68,5.77,8.99,9.26,7.2,1.25,7.86,7.81,7.32,7.9,1.0,1.28,7.32,7.01,6.68,8.39,5.54,6.37,5.92,6.29,6.47,5.34,4.26,8.55,4.08,5.76,3.44,5.18
11-3012.00,Administrative Services Managers,Management,"Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",1.63,2.77,1.47,5.23,8.86,9.07,7.3,1.0,8.46,8.03,7.9,7.77,1.0,1.0,7.38,7.34,6.58,7.62,5.47,5.88,5.68,6.64,6.48,5.33,4.45,8.96,4.12,5.36,3.07,4.66
